id,symbol,name,marketcap
1102,JAYBARMARU,Jay Bharat Maruti Limited,127952
1103,AVTNPL,AVT Natural Products Limited,127919
1104,SKYGOLD,Sky Gold Limited,126842
1105,TVTODAY,TV Today Network Limited,126289
1106,XCHANGING,Xchanging Solutions Limited,125886
1107,ANDHRSUGAR,The Andhra Sugars Limited,125709
1108,ACLGATI,Allcargo Gati Limited,125107
1109,KOPRAN,Kopran Limited,124678
1110,ENIL,Entertainment Network (India) Limited,124015
1111,VERANDA,Veranda Learning Solutions Limited,123621
1112,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,122925
1113,OMINFRAL,OM INFRA LIMITED,122739
1114,ZOTA,Zota Health Care LImited,122646
1115,SNOWMAN,Snowman Logistics Limited,122476
1116,RAJRILTD,Raj Rayon Industries Limited,122060
1117,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,121751
1118,KITEX,Kitex Garments Limited,120997
1119,TEXINFRA,Texmaco Infrastructure & Holdings Limited,120928
1120,IMPAL,India Motor Parts and Accessories Limited,120906
1121,HIMATSEIDE,Himatsingka Seide Limited,120315
1122,DOLATALGO,Dolat Algotech Limited,120120
1123,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,120115
1124,AGARIND,Agarwal Industrial Corporation Limited,119722
1125,REPRO,Repro India Limited,119289
1126,DOLPHIN,Dolphin Offshore Enterprises (India) Limited,119074
1127,UTTAMSUGAR,Uttam Sugar Mills Limited,119010
1128,CENTRUM,Centrum Capital Limited,118777
1129,HESTERBIO,Hester Biosciences Limited,118624
1130,BETA,Beta Drugs Limited,118610
1131,MARINE,Marine Electricals (India) Limited,118311
1132,BLISSGVS,Bliss GVS Pharma Limited,118144
1133,MSPL,MSP Steel & Power Limited,117937
1134,LINCOLN,Lincoln Pharmaceuticals Limited,117384
1135,SAURASHCEM,Saurashtra Cement Limited,117360
1136,MATRIMONY,Matrimony.Com Limited,117057
1137,HARDWYN,Hardwyn India Limited,116003
1138,GMBREW,GM Breweries Limited,115880
1139,SURAJEST,Suraj Estate Developers Limited,115694
1140,SICALLOG,Sical Logistics Limited,115165
1141,TREL,Transindia Real Estate Limited,113634
1142,PAKKA,PAKKA LIMITED,113627
1143,HERANBA,Heranba Industries Limited,113498
1144,RAMRAT,Ram Ratna Wires Limited,112838
1145,DVL,Dhunseri Ventures Limited,112605
1146,NACLIND,NACL Industries Limited,112033
1147,RML,Rane (Madras) Limited,111889
1148,NELCAST,Nelcast Limited,111797
1149,KOKUYOCMLN,Kokuyo Camlin Limited,111337
1150,ALLSEC,Allsec Technologies Limited,111331
1151,MACPOWER,Macpower CNC Machines Limited,110716
1152,INNOVANA,Innovana Thinklabs Limited,110700
1153,ROTO,Roto Pumps Limited,110696
1154,STERTOOLS,Sterling Tools Limited,110432
1155,MUKKA,Mukka Proteins Limited,109500
1156,TIL,TIL Limited,108861
1157,CSLFINANCE,CSL Finance Limited,108696
1158,GICHSGFIN,GIC Housing Finance Limited,108456
1159,SATIA,Satia Industries Limited,108300
1160,MUFTI,Credo Brands Marketing Limited,107651
1161,CREST,Crest Ventures Limited,106616
1162,AVADHSUGAR,Avadh Sugar & Energy Limited,106308
1163,WINDLAS,Windlas Biotech Limited,106135
1164,KRYSTAL,Krystal Integrated Services Limited,105970
1165,YUKEN,Yuken India Limited,105944
1166,ASIANENE,Asian Energy Services Limited,105818
1167,SPORTKING,Sportking India Limited,105806
1168,KOTYARK,Kotyark Industries Limited,105781
1169,CLSEL,Chaman Lal Setia Exports Limited,105304
1170,KAMOPAINTS,Kamdhenu Ventures Limited,105120
1171,HUBTOWN,Hubtown Limited,105116
1172,VALIANTORG,Valiant Organics Limited,105006
1173,INDOTECH,Indo Tech Transformers Limited,104968
1174,COFFEEDAY,Coffee Day Enterprises Limited,104886
1175,SYNCOMF,Syncom Formulations (India) Limited,104810
1176,NDRAUTO,Ndr Auto Components Limited,104810
1177,DHANBANK,Dhanlaxmi Bank Limited,104367
1178,ONEPOINT,One Point One Solutions Limited,103876
1179,HIRECT,Hind Rectifiers Limited,103470
1180,KABRAEXTRU,Kabra Extrusion Technik Limited,102838
1181,REMUS,Remus Pharmaceuticals Limited,101627
1182,INDORAMA,Indo Rama Synthetics (India) Limited,101442
1183,GULPOLY,Gulshan Polyols Limited,101134
1184,HEUBACHIND,Heubach Colorants India Limited,100729
1185,OAL,Oriental Aromatics Limited,100304
1186,CREATIVE,Creative Newtech Limited,100141
1187,ONWARDTEC,Onward Technologies Limited,99671
1188,URJA,Urja Global Limited,99311
1189,PVP,PVP Ventures Limited,99214
1190,ROHLTD,Royal Orchid Hotels Limited,99060
1191,BLAL,BEML Land Assets Limited,98531
1192,SATINDLTD,Sat Industries Limited,98497
1193,VIMTALABS,Vimta Labs Limited,98404
1194,ZUARIIND,ZUARI INDUSTRIES LIMITED,97801
1195,GSLSU,Global Surfaces Limited,97796
1196,NAHARSPING,Nahar Spinning Mills Limited,96853
1197,MANALIPETC,Manali Petrochemicals Limited,96664
1198,SASTASUNDR,Sastasundar Ventures Limited,96640
1199,DLINKINDIA,D-Link (India) Limited,96431
1200,RGL,Renaissance Global Limited,95987
1201,FOCUS,Focus Lighting and Fixtures Limited,95345
1202,GANDHITUBE,Gandhi Special Tubes Limited,94655
1203,KELLTONTEC,Kellton Tech Solutions Limited,94429
1204,PLATIND,Platinum Industries Limited,94141
1205,KERNEX,Kernex Microsystems (India) Limited,93853
1206,RAMCOSYS,Ramco Systems Limited,93730
1207,WALCHANNAG,Walchandnagar Industries Limited,93085
1208,CHEMFAB,Chemfab Alkalis Limited,92786
1209,UNIENTER,Uniphos Enterprises Limited,92774
1210,SARVESHWAR,Sarveshwar Foods Limited,92498
1211,BODALCHEM,Bodal Chemicals Limited,92392
1212,SEMAC,SEMAC CONSULTANTS LIMITED,92076
1213,VISAKAIND,Visaka Industries Limited,91935
1214,LIKHITHA,Likhitha Infrastructure Limited,91682
1215,WEL,Wonder Electricals Limited,91427
1216,ASAL,Automotive Stampings and Assemblies Limited,91054
1217,AMNPLST,Amines & Plasticizers Limited,91003
1218,GPTINFRA,GPT Infraprojects Limited,90923
1219,NINSYS,NINtec Systems Limited,90874
1220,SHIVALIK,Shivalik Rasayan Limited,89923
1221,VHL,Vardhman Holdings Limited,89549
1222,OWAIS,Owais Metal And Mineral Processing Limited,89366
1223,TRACXN,Tracxn Technologies Limited,88994
1224,EXCELINDUS,Excel Industries Limited,88950
1225,INFOBEAN,InfoBeans Technologies Limited,88944
1226,SANDESH,The Sandesh Limited,88797
1227,EIMCOELECO,Eimco Elecon (India) Limited,88150
1228,CENTENKA,Century Enka Limited,87872
1229,HPAL,HP Adhesives Limited,87694
1230,MICEL,MIC Electronics Limited,87471
1231,FAZE3Q,Faze Three Limited,87342
1232,ORIENTPPR,Orient Paper & Industries Limited,87314
1233,MAXIND,Max India Limited,87248
1234,GRPLTD,GRP Limited,86865
1235,DENORA,De Nora India Limited,86260
1236,ASALCBR,Associated Alcohols & Breweries Ltd.,85352
1237,GKWLIMITED,GKW Limited,84832
1238,VLSFINANCE,VLS Finance Limited,84781
1239,SPECIALITY,Speciality Restaurants Limited,84724
1240,CHEMCON,Chemcon Speciality Chemicals Limited,84617
1241,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,84502
1242,PPL,Prakash Pipes Limited,84456
1243,NCLIND,NCL Industries Limited,83590
1244,HEXATRADEX,Hexa Tradex Limited,83309
1245,DECCANCE,Deccan Cements Limited,82784
1246,SUTLEJTEX,Sutlej Textiles and Industries Limited,82570
1247,SPENCERS,Spencer's Retail Limited,82297
1248,BASILIC,Basilic Fly Studio Limited,82235
1249,SILVERTUC,Silver Touch Technologies Limited,81957
1250,SCHAND,S Chand And Company Limited,81916
1251,AGSTRA,AGS Transact Technologies Limited,81826
1252,DYCL,Dynamic Cables Limited,81727
1253,ALPEXSOLAR,Alpex Solar Limited,81325
1254,RADIANTCMS,Radiant Cash Management Services Limited,81258
1255,AMBIKCO,Ambika Cotton Mills Limited,80969
1256,BAJAJHCARE,Bajaj Healthcare Limited,80670
1257,RSWM,RSWM Limited,80567
1258,SAKAR,Sakar Healthcare Limited,80105
1259,MUNJALAU,Munjal Auto Industries Limited,79500
1260,HMVL,Hindustan Media Ventures Limited,79123
1261,ELDEHSG,Eldeco Housing And Industries Limited,78988
1262,INDOAMIN,Indo Amines Limited,78828
1263,DENTALKART,Vasa Denticity Limited,78527
1264,VIKASLIFE,Vikas Lifecare Limited,78336
1265,RUSHIL,Rushil Decor Limited,77329
1266,ADSL,Allied Digital Services Limited,76943
1267,BCONCEPTS,Brand Concepts Limited,76716
1268,DBOL,Dhampur Bio Organics Limited,76512
1269,LINC,Linc Limited,76473
1270,RADHIKAJWE,Radhika Jeweltech Limited,76287
1271,DHARMAJ,Dharmaj Crop Guard Limited,75672
1272,MAGADSUGAR,Magadh Sugar & Energy Limited,75651
1273,CHEVIOT,Cheviot Company Limited,75521
1274,VINYAS,Vinyas Innovative Technologies Limited,75508
1275,BALAJITELE,Balaji Telefilms Limited,74979
1276,OSWALGREEN,Oswal Greentech Limited,74731
1277,ICEMAKE,Ice Make Refrigeration Limited,74670
1278,GFLLIMITED,GFL Limited,74478
1279,PANACEABIO,Panacea Biotec Limited,74450
1280,STCINDIA,The State Trading Corporation of India Limited,74430
1281,TRU,TruCap Finance Limited,74290
1282,UGARSUGAR,The Ugar Sugar Works Limited,74025
1283,MAANALU,Maan Aluminium Limited,73988
1284,NRAIL,N R Agarwal Industries Limited,73557
1285,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,72850
1286,GHCLTEXTIL,GHCL Textiles Limited,72454
1287,ASIANTILES,Asian Granito India Limited,72435
1288,DAVANGERE,Davangere Sugar Company Limited,72304
1289,POCL,Pondy Oxides & Chemicals Limited,72167
1290,KOTHARIPET,Kothari Petrochemicals Limited,71940
1291,CONSOFINVT,Consolidated Finvest & Holdings Limited,71845
1292,ACL,Andhra Cements Limited,71664
1293,ZUARI,Zuari Agro Chemicals Limited,71246
1294,GRMOVER,GRM Overseas Limited,71190
1295,BEDMUTHA,Bedmutha Industries Limited,71126
1296,SUKHJITS,Sukhjit Starch & Chemicals Limited,70971
1297,ESTER,Ester Industries Limited,70843
1298,WSI,W S Industries (I) Limited,70517
1299,TNPETRO,Tamilnadu PetroProducts Limited,70178
1300,FOODSIN,Foods & Inns Limited,70000
1301,THEINVEST,The Investment Trust Of India Limited,69769
1302,DHUNINV,Dhunseri Investments Limited,69688
1303,TBZ,Tribhovandas Bhimji Zaveri Limited,69433
1304,EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,69363
1305,KECL,Kirloskar Electric Company Limited,69336
1306,EMAMIPAP,Emami Paper Mills Limited,69060
1307,ELECTHERM,Electrotherm (India) Limited,68684
1308,LOKESHMACH,Lokesh Machines Limited,68558
1309,SELAN,Selan Exploration Technology Limited,68438
1310,AVG,AVG Logistics Limited,68297
1311,SAHANA,Sahana System Limited,67866
1312,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,67675
1313,NECLIFE,Nectar Lifesciences Limited,67615
1314,BIRLACABLE,Birla Cable Limited,67605
1315,GOACARBON,Goa Carbon Limited,67530
1316,JGCHEM,J.G.Chemicals Limited,67498
1317,ANNAPURNA,Annapurna Swadisht Limited,67194
1318,3IINFOLTD,3i Infotech Limited,66708
1319,WEALTH,Wealth First Portfolio Managers Limited,66652
1320,PARSVNATH,Parsvnath Developers Limited,66583
1321,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,66463
1322,KRITI,Kriti Industries (India) Limited,66246
1323,ELIN,Elin Electronics Limited,66171
1324,DPWIRES,D P Wires Limited,66003
1325,MEGASOFT,Megasoft Limited,65987
1326,OCCL,Oriental Carbon & Chemicals Limited,65715
1327,MUNJALSHOW,Munjal Showa Limited,65112
1328,ZEEMEDIA,Zee Media Corporation Limited,65045
1329,SOLEX,Solex Energy Limited,64800
1330,MMP,MMP Industries Limited,64675
1331,CHEMBOND,Chembond Chemicals Ltd,64552
1332,JAYAGROGN,Jayant Agro Organics Limited,64515
1333,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,64328
1334,MANAKSIA,Manaksia Limited,64223
1335,SREEL,Sreeleathers Limited,64000
1336,ONMOBILE,OnMobile Global Limited,63782
1337,SBC,SBC Exports Limited,63651
1338,SPMLINFRA,SPML Infra Limited,63451
1339,BHAGERIA,Bhageria Industries Limited,63262
1340,VALIANTLAB,Valiant Laboratories Limited,63024
1341,MENONBE,Menon Bearings Limited,62849
1342,KILITCH,Kilitch Drugs (India) Limited,62544
1343,PAVNAIND,Pavna Industries Limited,62524
1344,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,62413
1345,FCSSOFT,FCS Software Solutions Limited,62399
1346,MALLCOM,Mallcom (India) Limited,62347
1347,NRL,Nupur Recyclers Limited,62256
1348,PHANTOMFX,Phantom Digital Effects Limited,61806
1349,APEX,Apex Frozen Foods Limited,61719
1350,KAMATHOTEL,Kamat Hotels (I) Limited,61583
1351,HTMEDIA,HT Media Limited,61562
1352,RUBYMILLS,The Ruby Mills Limited,61513
1353,ALBERTDAVD,Albert David Limited,61492
1354,KODYTECH,Kody Technolab Limited,60586
1355,LGHL,Laxmi Goldorna House Limited,60403
1356,PRIMESECU,Prime Securities Limited,60403
1357,RBZJEWEL,RBZ Jewellers Limited,60300
1358,PLASTIBLEN,Plastiblends India Limited,60282
1359,IRISDOREME,Iris Clothings Limited,60281
1360,PDMJEPAPER,Pudumjee Paper Products Limited,59676
1361,INDSWFTLAB,Ind-Swift Laboratories Limited,59175
1362,MIRZAINT,Mirza International Limited,59150
1363,STEL,Stel Holdings Limited,59067
1364,SAKUMA,Sakuma Exports Limited,58874
1365,SIMPLEXINF,Simplex Infrastructures Limited,58600
1366,ARROWGREEN,Arrow Greentech Limited,58315
1367,VINYLINDIA,Vinyl Chemicals (India) Limited,57936
1368,OSWALAGRO,Oswal Agro Mills Limited,57520
1369,HINDCOMPOS,Hindustan Composites Limited,57481
1370,ARIHANTCAP,Arihant Capital Markets Limited,57158
1371,MBLINFRA,MBL Infrastructure Limited,57144
1372,DEEPENR,DEEP ENERGY RESOURCES LIMITED,57056
1373,ORICONENT,Oricon Enterprises Limited,57008
1374,SHREYAS,Shreyas Shipping & Logistics Limited,56947
1375,SKMEGGPROD,SKM Egg Products Export (India) Limited,56833
1376,ORIENTCER,ORIENT CERATECH LIMITED,56829
1377,DIGISPICE,DiGiSPICE Technologies Limited,56779
1378,ZODIAC,Zodiac Energy Limited,56653
1379,KRISHIVAL,Krishival Foods Limited,55961
1380,JETAIRWAYS,Jet Airways (India) Limited,55947
1381,RATNAVEER,Ratnaveer Precision Engineering Limited,55944
1382,JINDALPHOT,Jindal Photo Limited,55903
1383,RADIOCITY,Music Broadcast Limited,55828
1384,HCL-INSYS,HCL Infosystems Limited,55636
1385,RBL,Rane Brake Lining Limited,55129
1386,KHADIM,Khadim India Limited,55041
1387,AXITA,Axita Cotton Limited,54524
1388,ASMS,Bartronics India Limited,54519
1389,BIRLAMONEY,Aditya Birla Money Limited,54362
1390,VISHNUINFR,Vishnusurya Projects and Infra Limited,54117
1391,VLEGOV,VL E-Governance & IT Solutions Limited,53717
1392,BBTCL,B&B Triplewall Containers Limited,53596
1393,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,53527
1394,GEECEE,GeeCee Ventures Limited,53440
1395,RACE,Race Eco Chain Limited,53421
1396,RITCO,Ritco Logistics Limited,53408
1397,TCLCONS,Tantia Constructions Limited,53398
1398,BALAXI,BALAXI PHARMACEUTICALS LIMITED,53301
1399,PYRAMID,Pyramid Technoplast Limited,53283
1400,REMSONSIND,Remsons Industries Limited,52734
1401,UFO,UFO Moviez India Limited,51872
1402,ACCENTMIC,Accent Microcell Limited,51713
1403,PTL,PTL Enterprises Limited,51693
1404,INDOBORAX,Indo Borax & Chemicals Limited,51649
1405,MOLDTECH,Mold-Tek Technologies Limited,51601
1406,MAZDA,Mazda Limited,51584
1407,MINDTECK,Mindteck (India) Limited,51543
1408,COOLCAPS,Cool Caps Industries Limited,51442
1409,ALLETEC,All E Technologies Limited,50778
1410,20MICRONS,20 Microns Limited,50707
1411,VIKASECO,Vikas EcoTech Limited,50675
1412,ORIENTBELL,Orient Bell Limited,50648
1413,DONEAR,Donear Industries Limited,50622
1414,CAREERP,Career Point Limited,50467
1415,INTLCONV,International Conveyors Limited,50386
1416,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,50206
1417,PRITIKAUTO,Pritika Auto Industries Limited,50199
1418,DIAMINESQ,Diamines & Chemicals Limited,49590
1419,SILINV,SIL Investments Limited,49583
1420,BANSWRAS,Banswara Syntex Limited,49346
1421,SADBHAV,Sadbhav Engineering Limited,49069
1422,APCL,Anjani Portland Cement Limited,49041
1423,NAHARINDUS,Nahar Industrial Enterprises Limited,49038
1424,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,48819
1425,GEEKAYWIRE,Geekay Wires Limited,48732
1426,SGIL,Synergy Green Industries Limited,48692
1427,TIRUPATI,Shree Tirupati Balajee FIBC Limited,48624
1428,MEDICAMEQ,Medicamen Biotech Limited,48568
1429,MEGATHERM,Megatherm Induction Limited,48543
1430,TPLPLASTEH,TPL Plastech Limited,48440
1431,RSSOFTWARE,R. S. Software (India) Limited,48422
1432,RBMINFRA,Rbm Infracon Limited,48375
1433,WANBURY,Wanbury Limited,47890
1434,GENUSPAPER,Genus Paper & Boards Limited,47825
1435,KANORICHEM,Kanoria Chemicals & Industries Limited,47691
1436,VSTL,Vibhor Steel Tubes Limited,47520
1437,LIBERTSHOE,Liberty Shoes Limited,47141
1438,GLOBAL,Global Education Limited,46860
1439,BRNL,Bharat Road Network Limited,46844
1440,NOVAAGRI,Nova Agritech Limited,46769
1441,TVSELECT,TVS Electronics Limited,46738
1442,VINSYS,Vinsys IT Services India Limited,46668
1443,NDL,Nandan Denim Limited,46560
1444,KRITINUT,Kriti Nutrients Limited,46421
1445,NAHARCAP,Nahar Capital and Financial Services Limited,46395
1446,CLEDUCATE,CL Educate Limited,46296
1447,ZIMLAB,Zim Laboratories Limited,46265
1448,SHIVAMAUTO,Shivam Autotech Limited,45406
1449,SYSTANGO,Systango Technologies Limited,45327
1450,UNIDT,United Drilling Tools Limited,45296
1451,SARLAPOLY,Sarla Performance Fibers Limited,44799
1452,WTICAB,Wise Travel India Limited,44659
1453,KRITIKA,Kritika Wires Limited,44602
1454,TRF,TRF Limited,44579
1455,AUTOIND,Autoline Industries Limited,44535
1456,MUTHOOTCAP,Muthoot Capital Services Limited,44162
1457,PURVFLEXI,Purv Flexipack Limited,44053
1458,NBIFIN,N. B. I. Industrial Finance Company Limited,43968
1459,AYMSYNTEX,AYM Syntex Limited,43948
1460,MIRCELECTR,MIRC Electronics Limited,43881
1461,NAHARPOLY,Nahar Poly Films Limited,43877
1462,IITL,Industrial Investment Trust Limited,43830
1463,GOLDTECH,AION-TECH SOLUTIONS LIMITED,43694
1464,VENUSREM,Venus Remedies Limited,43556
1465,KRISHNADEF,Krishna Defence and Allied Industries Limited,43404
1466,WINDMACHIN,Windsor Machines Limited,43374
1467,APS,Australian Premium Solar (India) Limited,43359
1468,APOLSINHOT,Apollo Sindoori Hotels Limited,43343
1469,BPL,BPL Limited,42952
1470,CYBERTECH,Cybertech Systems And Software Limited,42941
1471,KOTARISUG,Kothari Sugars And Chemicals Limited,42646
1472,IL&FSENGG,IL&FS Engineering and Construction Company Limited,42549
1473,SHIVAUM,Shiv Aum Steels Limited,42433
1474,ESSARSHPNG,Essar Shipping Limited,42430
1475,CELLECOR,Cellecor Gadgets Limited,42103
1476,PROZONER,Prozone Realty Limited,42042
1477,AARTISURF,Aarti Surfactants Limited,41916
1478,LAL,Lorenzini Apparels Limited,41915
1479,CINELINE,Cineline India Limited,41754
1480,TECHLABS,Trident Techlabs Limited,41475
1481,FELIX,Felix Industries Limited,41435
1482,NIPPOBATRY,Indo-National Limited,41370
1483,PREMIERPOL,Premier Polyfilm Limited,41007
1484,VARDHACRLC,Vardhman Acrylics Limited,40986
1485,RPPINFRA,R.P.P. Infra Projects Limited,40843
1486,HIGREEN,Hi-Green Carbon Limited,40834
1487,SURANI,Surani Steel Tubes Limited,40661
1488,NILAINFRA,Nila Infrastructures Limited,40571
1489,KAYA,Kaya Limited,40492
1490,SJLOGISTIC,S J Logistics (India) Limited,40444
1491,CRAYONS,Crayons Advertising Limited,40248
1492,NITCO,Nitco Limited,40205
1493,EUROBOND,Euro Panel Products Limited,40082
1494,MEDICO,Medico Remedies Limited,39915
1495,ALANKIT,Alankit Limited,39859
1496,EMAMIREAL,Emami Realty Limited,39755
1497,SAAKSHI,Saakshi Medtech and Panels Limited,39602
1498,SEJALLTD,Sejal Glass Limited,39254
1499,SHEMAROO,Shemaroo Entertainment Limited,38906
1500,BEWLTD,BEW Engineering Limited,38781
1501,IFBAGRO,IFB Agro Industries Limited,38719
1502,DICIND,DIC India Limited,38584
1503,PRECOT,Precot Limited,38520
1504,ASAHISONG,Asahi Songwon Colors Limited,38256
1505,ORBTEXP,Orbit Exports Limited,38171
1506,MODISONLTD,MODISON LIMITED,37772
1507,AURUM,Aurum PropTech Limited,37760
1508,KDL,Kore Digital Limited,37757
1509,EXXARO,Exxaro Tiles Limited,37582
1510,KARNIKA,Karnika Industries Limited,37409
1511,SAHYADRI,Sahyadri Industries Limited,37278
1512,SKP,SKP Bearing Industries Limited,37267
1513,KCPSUGIND,KCP Sugar and Industries Corporation Limited,37134
1514,MKPL,M K Proteins Limited,36974
1515,MANAKSTEEL,Manaksia Steels Limited,36830
1516,UNIVPHOTO,Universus Photo Imagings Limited,36666
1517,SCPL,Sheetal Cool Products Limited,36645
1518,SIGMA,Sigma Solve Limited,36593
1519,IZMO,IZMO Limited,36359
1520,SINTERCOM,Sintercom India Limited,36323
1521,FOCE,Foce India Limited,36208
1522,PODDARMENT,Poddar Pigments Limited,35856
1523,PLAZACABLE,Plaza Wires Limited,35658
1524,DCMNVL,DCM Nouvelle Limited,35506
1525,SHYAMCENT,Shyam Century Ferrous Limited,35433
1526,SAKHTISUG,Sakthi Sugars Limited,35417
1527,ESFL,Essen Speciality Films Limited,35396
1528,ATMASTCO,Atmastco Limited,35185
1529,KORE,Jay Jalaram Technologies Limited,35160
1530,LYKALABS,Lyka Labs Limited,35108
1531,STARPAPER,Star Paper Mills Limited,35041
1532,SRGHFL,SRG Housing Finance Limited,34795
1533,HINDMOTORS,Hindustan Motors Limited,34637
1534,PONNIERODE,Ponni Sugars (Erode) Limited,34570
1535,ASHIMASYN,Ashima Limited,34499
1536,KOTHARIPRO,Kothari Products Limited,34335
1537,GOKUL,Gokul Refoils and Solvent Limited,34203
1538,HITECHCORP,Hitech Corporation Limited,34077
1539,DIGIKORE,Digikore Studios Limited,34017
1540,KNAGRI,KN Agri Resources Limited,33999
1541,URAVI,Uravi T and Wedge Lamps Limited,33968
1542,LAWSIKHO,Addictive Learning Technology Limited,33705
1543,GOLDSTAR,Goldstar Power Limited,33699
1544,TCL,Thaai Casting Limited,33607
1545,RUCHIRA,Ruchira Papers Limited,33411
1546,MAHEPC,Mahindra EPC Irrigation Limited,33328
1547,PROV,Proventus Agrocom Limited,33287
1548,OSIAHYPER,Osia Hyper Retail Limited,33193
1549,MAWANASUG,Mawana Sugars Limited,33171
1550,RHL,Robust Hotels Limited,33157
1551,NATHBIOGEN,Nath Bio-Genes (India) Limited,33076
1552,EIFFL,Euro India Fresh Foods Limited,32711
1553,SARTELE,Sar Televenture Limited,32145
1554,VIPULLTD,Vipul Limited,32096
1555,ESSENTIA,Integra Essentia Limited,31992
1556,MWL,Mangalam Worldwide Limited,31973
1557,UCAL,UCAL LIMITED,31954
1558,PASUPTAC,Pasupati Acrylon Limited,31910
1559,DRONE,Drone Destination Limited,31869
1560,INFINIUM,Infinium Pharmachem Limited,31868
1561,COASTCORP,Coastal Corporation Limited,31864
1562,MOS,Mos Utility Limited,31768
1563,BIL,Bhartiya International Limited,31757
1564,INDTERRAIN,Indian Terrain Fashions Limited,31558
1565,ARIES,Aries Agro Limited,31497
1566,SHREERAMA,Shree Rama Multi-Tech Limited,31432
1567,DYNPRO,Dynemic Products Limited,31334
1568,SHERA,Shera Energy Limited,31231
1569,MHLXMIRU,Mahalaxmi Rubtech Limited,30921
1570,NDLVENTURE,NDL Ventures Limited,30911
1571,GULFPETRO,GP Petroleums Limited,30769
1572,TAKE,Take Solutions Limited,30696
1573,EQUIPPP,Equippp Social Impact Technologies Limited,30568
1574,SMLT,Sarthak Metals Limited,30521
1575,HARRMALAYA,Harrisons  Malayalam Limited,30433
1576,UMAEXPORTS,Uma Exports Limited,30412
1577,LANCORHOL,Lancor Holdings Limited,30375
1578,PROPEQUITY,P. E. Analytics Limited,30136
1579,SOFTTECH,Softtech Engineers Limited,30077
1580,MANOMAY,Manomay Tex India Limited,30024
1581,REPL,Rudrabhishek Enterprises Limited,29855
1582,RANASUG,Rana Sugars Limited,29792
1583,NEWJAISA,Newjaisa Technologies Limited,29754
1584,SHREYANIND,Shreyans Industries Limited,29399
1585,IVC,IL&FS Investment Managers Limited,29362
1586,RAJTV,Raj Television Network Limited,29279
1587,VIPCLOTHNG,VIP Clothing Limited,29239
1588,ABINFRA,A B Infrabuild Limited,29184
1589,TIPSFILMS,Tips Films Limited,29154
1590,SOUTHWEST,South West Pinnacle Exploration Limited,29060
1591,ABAN,Aban Offshore Limited,29037
1592,AIRAN,Airan Limited,29005
1593,SUPREMEPWR,Supreme Power Equipment Limited,29002
1594,VIRINCHI,Virinchi Limited,28847
1595,GOYALSALT,Goyal Salt Limited,28730
1596,TRIGYN,Trigyn Technologies Limited,28723
1597,EMKAY,Emkay Global Financial Services Limited,28518
1598,INDOTHAI,Indo Thai Securities Limited,28495
1599,RAJMET,Rajnandini Metal Limited,28477
1600,RAMAPHO,Rama Phosphates Limited,28415
1601,MGEL,Mangalam Global Enterprise Limited,28331
1602,LORDSCHLO,Lords Chloro Alkali Limited,28248
1603,SWARAJ,Swaraj Suiting Limited,28076
1604,RPPL,Rajshree Polypack Limited,28044
1605,ALMONDZ,Almondz Global Securities Limited,27923
1606,TEMBO,Tembo Global Industries Limited,27904
1607,ZODIACLOTH,Zodiac Clothing Company Limited,27774
1608,ASCOM,Ascom Leasing & Investments Limited,27645
1609,PILITA,PIL ITALICA LIFESTYLE LIMITED,27378
1610,AARON,Aaron Industries Limited,27309
1611,JAYSREETEA,Jayshree Tea & Industries Limited,27044
1612,KRISHCA,Krishca Strapping Solutions Limited,26868
1613,INTENTECH,Intense Technologies Limited,26858
1614,RUCHINFRA,Ruchi Infrastructure Limited,26791
1615,MURUDCERA,Murudeshwar Ceramics Limited,26771
1616,DRCSYSTEMS,DRC Systems India Limited,26758
1617,SUNDRMBRAK,Sundaram Brake Linings Limited,26735
1618,VISHWARAJ,Vishwaraj Sugar Industries Limited,26665
1619,USK,Udayshivakumar Infra Limited,26654
1620,HINDCON,Hindcon Chemicals Limited,26645
1621,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,26618
1622,PAR,Par Drugs And Chemicals Limited,26510
1623,MEGASTAR,Megastar Foods Limited,26445
1624,ZEAL,Zeal Global Services Limited,26273
1625,BHAGYANGR,Bhagyanagar India Limited,26156
1626,KONSTELEC,Konstelec Engineers Limited,26108
1627,WELINV,Welspun Investments and Commercials Limited,26051
1628,MARALOVER,Maral Overseas Limited,26026
1629,MAGNUM,Magnum Ventures Limited,25998
1630,GINNIFILA,Ginni Filaments Limited,25952
1631,SADHAV,Sadhav Shipping Limited,25863
1632,TARACHAND,Tara Chand InfraLogistic Solutions Limited,25815
